x-spline, y-spline, z-spline, radius
404.000,0.000,0.000,10.175
406.000,0.000,0.000,10.200
408.000,0.000,0.000,10.225
410.000,0.000,0.000,10.250
412.000,0.000,0.000,10.275
414.000,0.000,0.000,10.300
416.000,0.000,0.000,10.325
418.000,0.000,0.000,10.350
420.000,0.000,0.000,10.375
422.000,0.000,0.000,10.400
424.000,0.000,0.000,10.425
426.000,0.000,0.000,10.450
428.000,0.000,0.000,10.475
430.000,0.000,0.000,10.500
432.000,0.000,0.000,10.525
434.000,0.000,0.000,10.550
436.000,0.000,0.000,10.575
438.000,0.000,0.000,10.600
440.000,0.000,0.000,10.625
442.000,0.000,0.000,10.650
444.000,0.000,0.000,10.675
446.000,0.000,0.000,10.700
448.000,0.000,0.000,10.725
450.000,0.000,0.000,10.750
452.000,0.000,0.000,10.775
454.000,0.000,0.000,10.800
456.000,0.000,0.000,10.825
458.000,0.000,0.000,10.850
460.000,0.000,0.000,10.875
462.000,0.000,0.000,10.900
464.000,0.000,0.000,10.925
466.000,0.000,0.000,10.950
468.000,0.000,0.000,10.975
470.000,0.000,0.000,11.000
472.000,0.000,0.000,11.025
474.000,0.000,0.000,11.050
476.000,0.000,0.000,11.075
478.000,0.000,0.000,11.100
480.000,0.000,0.000,11.125
482.000,0.000,0.000,11.150
484.000,0.000,0.000,11.175
486.000,0.000,0.000,11.200
488.000,0.000,0.000,11.225
490.000,0.000,0.000,11.250
492.000,0.000,0.000,11.275
494.000,0.000,0.000,11.300
496.000,0.000,0.000,11.325
498.000,0.000,0.000,11.350
500.000,0.000,0.000,11.375
502.000,0.000,0.000,11.400
504.000,0.000,0.000,11.425
506.000,0.000,0.000,11.450
508.000,0.000,0.000,11.475
510.000,0.000,0.000,11.500
512.000,0.000,0.000,11.525
514.000,0.000,0.000,11.550
516.000,0.000,0.000,11.575
518.000,0.000,0.000,11.600
520.000,0.000,0.000,11.625
522.000,0.000,0.000,11.650
524.000,0.000,0.000,11.675
526.000,0.000,0.000,11.700
528.000,0.000,0.000,11.725
530.000,0.000,0.000,11.750
532.000,0.000,0.000,11.775
534.000,0.000,0.000,11.800
536.000,0.000,0.000,11.825
538.000,0.000,0.000,11.850
540.000,0.000,0.000,11.875
542.000,0.000,0.000,11.900
544.000,0.000,0.000,11.925
546.000,0.000,0.000,11.950
548.000,0.000,0.000,11.975
550.000,0.000,0.000,12.000
552.000,0.000,0.000,12.025
554.000,0.000,0.000,12.050
556.000,0.000,0.000,12.075
558.000,0.000,0.000,12.100
560.000,0.000,0.000,12.125
562.000,0.000,0.000,12.150
564.000,0.000,0.000,12.175
566.000,0.000,0.000,12.200
568.000,0.000,0.000,12.225
570.000,0.000,0.000,12.250
572.000,0.000,0.000,12.275
574.000,0.000,0.000,12.300
576.000,0.000,0.000,12.325
578.000,0.000,0.000,12.350
580.000,0.000,0.000,12.375
582.000,0.000,0.000,12.400
584.000,0.000,0.000,12.425
586.000,0.000,0.000,12.450
588.000,0.000,0.000,12.475
590.000,0.000,0.000,12.500
592.000,0.000,0.000,12.525
594.000,0.000,0.000,12.550
596.000,0.000,0.000,12.575
598.000,0.000,0.000,12.600
600.000,0.000,0.000,12.625
602.000,0.000,0.000,12.650
604.000,0.000,0.000,12.675
606.000,0.000,0.000,12.700
608.000,0.000,0.000,12.725
610.000,0.000,0.000,12.750
612.000,0.000,0.000,12.775
614.000,0.000,0.000,12.800
616.000,0.000,0.000,12.825
618.000,0.000,0.000,12.850
620.000,0.000,0.000,12.875
622.000,0.000,0.000,12.900
624.000,0.000,0.000,12.925
626.000,0.000,0.000,12.950
628.000,0.000,0.000,12.975
630.000,0.000,0.000,13.000
632.000,0.000,0.000,13.025
634.000,0.000,0.000,13.050
636.000,0.000,0.000,13.075
638.000,0.000,0.000,13.100
640.000,0.000,0.000,13.125
642.000,0.000,0.000,13.150
644.000,0.000,0.000,13.175
646.000,0.000,0.000,13.200
648.000,0.000,0.000,13.225
650.000,0.000,0.000,13.250
652.000,0.000,0.000,13.275
654.000,0.000,0.000,13.300
656.000,0.000,0.000,13.325
658.000,0.000,0.000,13.350
660.000,0.000,0.000,13.375
662.000,0.000,0.000,13.400
664.000,0.000,0.000,13.425
666.000,0.000,0.000,13.450
668.000,0.000,0.000,13.475
670.000,0.000,0.000,14.000
672.000,0.000,0.000,14.031
674.000,0.000,0.000,14.063
676.000,0.000,0.000,14.094
678.000,0.000,0.000,14.125
680.000,0.000,0.000,14.157
682.000,0.000,0.000,14.188
684.000,0.000,0.000,14.219
686.000,0.000,0.000,14.251
688.000,0.000,0.000,14.282
690.000,0.000,0.000,14.314
692.000,0.000,0.000,14.345
694.000,0.000,0.000,14.376
696.000,0.000,0.000,14.408
698.000,0.000,0.000,14.439
700.000,0.000,0.000,14.470
702.000,0.000,0.000,14.502
704.000,0.000,0.000,14.533
706.000,0.000,0.000,14.564
708.000,0.000,0.000,14.596
710.000,0.000,0.000,14.627
712.000,0.000,0.000,14.658
714.000,0.000,0.000,14.690
716.000,0.000,0.000,14.721
718.000,0.000,0.000,14.752
720.000,0.000,0.000,14.784
722.000,0.000,0.000,14.815
724.000,0.000,0.000,14.846
726.000,0.000,0.000,14.878
728.000,0.000,0.000,14.909
730.000,0.000,0.000,14.941
732.000,0.000,0.000,14.972
734.000,0.000,0.000,15.003
736.000,0.000,0.000,15.035
738.000,0.000,0.000,15.066
740.000,0.000,0.000,15.097
742.000,0.000,0.000,15.129
744.000,0.000,0.000,15.160
746.000,0.000,0.000,15.191
748.000,0.000,0.000,15.223
750.000,0.000,0.000,15.254
752.000,0.000,0.000,15.285
754.000,0.000,0.000,15.317
756.000,0.000,0.000,15.348
758.000,0.000,0.000,15.379
760.000,0.000,0.000,15.411
762.000,0.000,0.000,15.442
764.000,0.000,0.000,15.474
766.000,0.000,0.000,15.505
768.000,0.000,0.000,15.536
770.000,0.000,0.000,15.568
772.000,0.000,0.000,15.599
774.000,0.000,0.000,15.630
776.000,0.000,0.000,15.662
778.000,0.000,0.000,15.693
780.000,0.000,0.000,15.724
782.000,0.000,0.000,15.756
784.000,0.000,0.000,15.787
786.000,0.000,0.000,15.818
788.000,0.000,0.000,15.850
790.000,0.000,0.000,15.881
792.000,0.000,0.000,15.912
794.000,0.000,0.000,15.944
796.000,0.000,0.000,15.975
798.000,0.000,0.000,16.006
800.000,0.000,0.000,16.038
802.000,0.000,0.000,16.069
804.000,0.000,0.000,16.101
806.000,0.000,0.000,16.132
808.000,0.000,0.000,16.163
810.000,0.000,0.000,16.195
812.000,0.000,0.000,16.226
814.000,0.000,0.000,16.257
816.000,0.000,0.000,16.289
818.000,0.000,0.000,16.320
820.000,0.000,0.000,16.351
822.000,0.000,0.000,16.383
824.000,0.000,0.000,16.414
826.000,0.000,0.000,16.445
828.000,0.000,0.000,16.477
830.000,0.000,0.000,16.508
832.000,0.000,0.000,16.539
834.000,0.000,0.000,16.571
836.000,0.000,0.000,16.602
838.000,0.000,0.000,16.634
840.000,0.000,0.000,16.665
842.000,0.000,0.000,16.696
844.000,0.000,0.000,16.728
846.000,0.000,0.000,16.759
848.000,0.000,0.000,16.790
850.000,0.000,0.000,16.822
852.000,0.000,0.000,16.853
854.000,0.000,0.000,16.884
856.000,0.000,0.000,16.916
858.000,0.000,0.000,16.947
860.000,0.000,0.000,16.978
862.000,0.000,0.000,17.010
864.000,0.000,0.000,17.041
866.000,0.000,0.000,17.072
868.000,0.000,0.000,17.104
870.000,0.000,0.000,17.135
872.000,0.000,0.000,17.166
874.000,0.000,0.000,17.198
876.000,0.000,0.000,17.229
878.000,0.000,0.000,17.261
880.000,0.000,0.000,17.292
882.000,0.000,0.000,17.323
884.000,0.000,0.000,17.355
886.000,0.000,0.000,17.386
888.000,0.000,0.000,17.417
890.000,0.000,0.000,17.449
892.000,0.000,0.000,17.480
894.000,0.000,0.000,17.511
896.000,0.000,0.000,17.543
898.000,0.000,0.000,17.574
900.000,0.000,0.000,17.605
902.000,0.000,0.000,17.637
904.000,0.000,0.000,17.668
906.000,0.000,0.000,17.699
908.000,0.000,0.000,17.731
910.000,0.000,0.000,17.762
912.000,0.000,0.000,17.794
914.000,0.000,0.000,17.825
916.000,0.000,0.000,17.856
918.000,0.000,0.000,17.888
920.000,0.000,0.000,17.919
922.000,0.000,0.000,17.950
924.000,0.000,0.000,17.982
926.000,0.000,0.000,18.013
928.000,0.000,0.000,18.044
930.000,0.000,0.000,18.076
932.000,0.000,0.000,18.107
934.000,0.000,0.000,18.138
936.000,0.000,0.000,18.170
938.000,0.000,0.000,18.201
940.000,0.000,0.000,18.232
942.000,0.000,0.000,18.264
944.000,0.000,0.000,18.295
946.000,0.000,0.000,18.326
948.000,0.000,0.000,18.358
950.000,0.000,0.000,18.389
952.000,0.000,0.000,18.421
954.000,0.000,0.000,18.452
956.000,0.000,0.000,18.483
958.000,0.000,0.000,18.515
960.000,0.000,0.000,18.546
962.000,0.000,0.000,18.577
964.000,0.000,0.000,18.609
966.000,0.000,0.000,18.640
968.000,0.000,0.000,18.671
970.000,0.000,0.000,18.703
972.000,0.000,0.000,18.734
974.000,0.000,0.000,18.765
976.000,0.000,0.000,18.797
978.000,0.000,0.000,18.828
980.000,0.000,0.000,18.859
982.000,0.000,0.000,18.891
984.000,0.000,0.000,18.922
986.000,0.000,0.000,18.954
988.000,0.000,0.000,18.985
990.000,0.000,0.000,19.016
992.000,0.000,0.000,19.048
994.000,0.000,0.000,19.079
996.000,0.000,0.000,19.110
998.000,0.000,0.000,19.142
1000.000,0.000,0.000,19.173
1002.000,0.000,0.000,19.204
1004.000,0.000,0.000,19.236
1006.000,0.000,0.000,19.267
1008.000,0.000,0.000,19.298
1010.000,0.000,0.000,19.330
1012.000,0.000,0.000,19.361
1014.000,0.000,0.000,19.392
1016.000,0.000,0.000,19.424
1018.000,0.000,0.000,19.455
1020.000,0.000,0.000,19.486
1022.000,0.000,0.000,19.518
1024.000,0.000,0.000,19.549
1026.000,0.000,0.000,19.581
1028.000,0.000,0.000,19.612
1030.000,0.000,0.000,19.643
1032.000,0.000,0.000,19.675
1034.000,0.000,0.000,19.706
1036.000,0.000,0.000,19.737
1038.000,0.000,0.000,19.769
1040.000,0.000,0.000,19.800
1042.000,0.000,0.000,19.831
1044.000,0.000,0.000,19.863
1046.000,0.000,0.000,19.894
1048.000,0.000,0.000,19.925
1050.000,0.000,0.000,19.957
1052.000,0.000,0.000,19.988
1054.000,0.000,0.000,20.019
1056.000,0.000,0.000,20.051
1058.000,0.000,0.000,20.082
1060.000,0.000,0.000,20.114
1062.000,0.000,0.000,20.145
1064.000,0.000,0.000,20.176
1066.000,0.000,0.000,20.208
1068.000,0.000,0.000,20.239
1070.000,0.000,0.000,20.270
1072.000,0.000,0.000,20.302
1074.000,0.000,0.000,20.333
1076.000,0.000,0.000,20.364
1078.000,0.000,0.000,20.396
1080.000,0.000,0.000,20.427
1082.000,0.000,0.000,20.458
1084.000,0.000,0.000,20.490
1086.000,0.000,0.000,20.521
1088.000,0.000,0.000,20.552
1090.000,0.000,0.000,20.584
1092.000,0.000,0.000,20.615
1094.000,0.000,0.000,20.646
1096.000,0.000,0.000,20.678
1098.000,0.000,0.000,20.709
1100.000,0.000,0.000,20.741
1102.000,0.000,0.000,20.772
1104.000,0.000,0.000,20.803
1106.000,0.000,0.000,20.835
1108.000,0.000,0.000,20.866
1110.000,0.000,0.000,20.897
1112.000,0.000,0.000,20.929
1114.000,0.000,0.000,20.960
1116.000,0.000,0.000,20.991
1118.000,0.000,0.000,21.023
1120.000,0.000,0.000,21.054
1122.000,0.000,0.000,21.085
1124.000,0.000,0.000,21.117
1126.000,0.000,0.000,21.148
1128.000,0.000,0.000,21.179
1130.000,0.000,0.000,21.211
1132.000,0.000,0.000,21.242
1134.000,0.000,0.000,21.274
1136.000,0.000,0.000,21.305
1138.000,0.000,0.000,21.336
1140.000,0.000,0.000,21.368
1142.000,0.000,0.000,21.399
1144.000,0.000,0.000,21.430
1146.000,0.000,0.000,21.462
1148.000,0.000,0.000,21.493
1150.000,0.000,0.000,21.524
1152.000,0.000,0.000,21.556
1154.000,0.000,0.000,21.587
1156.000,0.000,0.000,21.618
1158.000,0.000,0.000,21.650
1160.000,0.000,0.000,21.681
1162.000,0.000,0.000,21.712
1164.000,0.000,0.000,21.744
1166.000,0.000,0.000,21.775
1168.000,0.000,0.000,21.806
1170.000,0.000,0.000,21.838
1172.000,0.000,0.000,21.869
1174.000,0.000,0.000,21.901
1176.000,0.000,0.000,21.932
1178.000,0.000,0.000,21.963
1180.000,0.000,0.000,21.995
1182.000,0.000,0.000,22.026
1184.000,0.000,0.000,22.057
1186.000,0.000,0.000,22.089
1188.000,0.000,0.000,22.120
1190.000,0.000,0.000,22.151
1192.000,0.000,0.000,22.183
1194.000,0.000,0.000,22.214
1196.000,0.000,0.000,22.245
1198.000,0.000,0.000,22.277
1200.000,0.000,0.000,22.308
1202.000,0.000,0.000,22.339
1204.000,0.000,0.000,22.371
1206.000,0.000,0.000,22.402
1208.000,0.000,0.000,22.434
1210.000,0.000,0.000,22.465
1212.000,0.000,0.000,22.496
1214.000,0.000,0.000,22.528
1216.000,0.000,0.000,22.559
1218.000,0.000,0.000,22.590
1220.000,0.000,0.000,22.622
1222.000,0.000,0.000,22.653
1224.000,0.000,0.000,22.684
1226.000,0.000,0.000,22.716
1228.000,0.000,0.000,22.747
1230.000,0.000,0.000,22.778
1232.000,0.000,0.000,22.810
1234.000,0.000,0.000,22.841
1236.000,0.000,0.000,22.872
1238.000,0.000,0.000,22.904
1240.000,0.000,0.000,22.935
1242.000,0.000,0.000,22.966
1244.000,0.000,0.000,22.998
1246.000,0.000,0.000,23.029
1248.000,0.000,0.000,23.061
1250.000,0.000,0.000,23.092
1252.000,0.000,0.000,23.123
1254.000,0.000,0.000,23.155
1256.000,0.000,0.000,23.186
1258.000,0.000,0.000,23.217
1260.000,0.000,0.000,23.249
1262.000,0.000,0.000,23.280
1264.000,0.000,0.000,23.311
1266.000,0.000,0.000,23.343
1268.000,0.000,0.000,23.374
1270.000,0.000,0.000,23.405
1272.000,0.000,0.000,23.437
1274.000,0.000,0.000,23.468
1276.000,0.000,0.000,23.499
1278.000,0.000,0.000,23.531
1280.000,0.000,0.000,23.562
1282.000,0.000,0.000,23.594
1284.000,0.000,0.000,23.625
1286.000,0.000,0.000,23.656
1288.000,0.000,0.000,23.688
1290.000,0.000,0.000,23.719
1292.000,0.000,0.000,23.750
1294.000,0.000,0.000,23.782
1296.000,0.000,0.000,23.813
1298.000,0.000,0.000,23.844
1300.000,0.000,0.000,23.876
1302.000,0.000,0.000,23.907
1304.000,0.000,0.000,23.938
1306.000,0.000,0.000,23.970
1308.000,0.000,0.000,24.001
1310.000,0.000,0.000,24.032
1312.000,0.000,0.000,24.064
1314.000,0.000,0.000,24.095
1316.000,0.000,0.000,24.126
1318.000,0.000,0.000,24.158
1320.000,0.000,0.000,24.189
1322.000,0.000,0.000,24.221
1324.000,0.000,0.000,24.252
1326.000,0.000,0.000,24.283
1328.000,0.000,0.000,24.315
1330.000,0.000,0.000,24.346
1332.000,0.000,0.000,24.377
1334.000,0.000,0.000,24.409
1336.000,0.000,0.000,24.440
1338.000,0.000,0.000,24.471
1340.000,0.000,0.000,24.503
1342.000,0.000,0.000,24.534
1344.000,0.000,0.000,24.565
1346.000,0.000,0.000,24.597
1348.000,0.000,0.000,24.628
1350.000,0.000,0.000,24.659
1352.000,0.000,0.000,24.691
1354.000,0.000,0.000,24.722
1356.000,0.000,0.000,24.754
1358.000,0.000,0.000,24.785
1360.000,0.000,0.000,24.816
1362.000,0.000,0.000,24.848
1364.000,0.000,0.000,24.879
1366.000,0.000,0.000,24.910
1368.000,0.000,0.000,24.942
1370.000,0.000,0.000,24.973
1372.000,0.000,0.000,25.004
1374.000,0.000,0.000,25.036
1376.000,0.000,0.000,25.067
1378.000,0.000,0.000,25.098
1380.000,0.000,0.000,25.130
1382.000,0.000,0.000,25.161
1384.000,0.000,0.000,25.192
1386.000,0.000,0.000,25.224
1388.000,0.000,0.000,25.255
1390.000,0.000,0.000,25.286
1392.000,0.000,0.000,25.318
1394.000,0.000,0.000,25.349
1396.000,0.000,0.000,25.381
1398.000,0.000,0.000,25.412
1400.000,0.000,0.000,25.443
1402.000,0.000,0.000,25.475
1404.000,0.000,0.000,25.506
1406.000,0.000,0.000,25.537
1408.000,0.000,0.000,25.569
1410.000,0.000,0.000,25.600
1412.000,0.000,0.000,25.631
1414.000,0.000,0.000,25.663
1416.000,0.000,0.000,25.694
1418.000,0.000,0.000,25.725
1420.000,0.000,0.000,25.757
1422.000,0.000,0.000,25.788
1424.000,0.000,0.000,25.819
1426.000,0.000,0.000,25.851
1428.000,0.000,0.000,25.882
1430.000,0.000,0.000,25.914
1432.000,0.000,0.000,25.945
1434.000,0.000,0.000,25.976
1436.000,0.000,0.000,26.008
1438.000,0.000,0.000,26.039
1440.000,0.000,0.000,26.070
1442.000,0.000,0.000,26.102
1444.000,0.000,0.000,26.133
1446.000,0.000,0.000,26.164
1448.000,0.000,0.000,26.196
1450.000,0.000,0.000,26.227
1452.000,0.000,0.000,26.258
1454.000,0.000,0.000,26.290
1456.000,0.000,0.000,26.321
1458.000,0.000,0.000,26.352
1460.000,0.000,0.000,26.384
1462.000,0.000,0.000,26.415
1464.000,0.000,0.000,26.446
1466.000,0.000,0.000,26.478
1468.000,0.000,0.000,26.509
1470.000,0.000,0.000,26.541
1472.000,0.000,0.000,26.572
1474.000,0.000,0.000,26.603
1476.000,0.000,0.000,26.635
1478.000,0.000,0.000,26.666
1480.000,0.000,0.000,26.697
1482.000,0.000,0.000,26.729
1484.000,0.000,0.000,26.760
1486.000,0.000,0.000,26.791
1488.000,0.000,0.000,26.823
1490.000,0.000,0.000,26.854
1492.000,0.000,0.000,26.885
1494.000,0.000,0.000,26.917
1496.000,0.000,0.000,26.948
1498.000,0.000,0.000,26.979
1500.000,0.000,0.000,27.011
1502.000,0.000,0.000,27.042
1504.000,0.000,0.000,27.074
1506.000,0.000,0.000,27.105
1508.000,0.000,0.000,27.136
1510.000,0.000,0.000,27.168
1512.000,0.000,0.000,27.199
1514.000,0.000,0.000,27.230
1516.000,0.000,0.000,27.262
1518.000,0.000,0.000,27.293
1520.000,0.000,0.000,27.324
1522.000,0.000,0.000,27.356
1524.000,0.000,0.000,27.387
1526.000,0.000,0.000,27.418
1528.000,0.000,0.000,27.450
1530.000,0.000,0.000,27.481
1532.000,0.000,0.000,27.512
1534.000,0.000,0.000,27.544
1536.000,0.000,0.000,27.575
1538.000,0.000,0.000,27.606
1540.000,0.000,0.000,27.638
1542.000,0.000,0.000,27.669
1544.000,0.000,0.000,27.701
1546.000,0.000,0.000,27.732
1548.000,0.000,0.000,27.763
1550.000,0.000,0.000,27.795
1552.000,0.000,0.000,27.826
1554.000,0.000,0.000,27.857
1556.000,0.000,0.000,27.889
1558.000,0.000,0.000,27.920
1560.000,0.000,0.000,27.951
1562.000,0.000,0.000,27.983
1564.000,0.000,0.000,28.014
1566.000,0.000,0.000,28.045
1568.000,0.000,0.000,28.077
1570.000,0.000,0.000,28.108
1572.000,0.000,0.000,28.139
1574.000,0.000,0.000,28.171
1576.000,0.000,0.000,28.202
1578.000,0.000,0.000,28.234
1580.000,0.000,0.000,28.265
1582.000,0.000,0.000,28.296
1584.000,0.000,0.000,28.328
1586.000,0.000,0.000,28.359
1588.000,0.000,0.000,28.390
1590.000,0.000,0.000,28.422
1592.000,0.000,0.000,28.453
1594.000,0.000,0.000,28.484
1595.000,0.000,0.000,29.000
1597.000,0.000,0.000,29.036
1599.000,0.000,0.000,29.073
1601.000,0.000,0.000,29.109
1603.000,0.000,0.000,29.145
1605.000,0.000,0.000,29.182
1607.000,0.000,0.000,29.218
1609.000,0.000,0.000,29.255
1611.000,0.000,0.000,29.291
1613.000,0.000,0.000,29.327
1615.000,0.000,0.000,29.364
1617.000,0.000,0.000,29.400
1619.000,0.000,0.000,29.436
1621.000,0.000,0.000,29.473
1623.000,0.000,0.000,29.509
1625.000,0.000,0.000,29.545
1627.000,0.000,0.000,29.582
1629.000,0.000,0.000,29.618
1631.000,0.000,0.000,29.655
1633.000,0.000,0.000,29.691
1635.000,0.000,0.000,29.727
1637.000,0.000,0.000,29.764
1639.000,0.000,0.000,29.800
1641.000,0.000,0.000,29.836
1643.000,0.000,0.000,29.873
1645.000,0.000,0.000,29.909
1647.000,0.000,0.000,29.945
1649.000,0.000,0.000,29.982
1651.000,0.000,0.000,30.018
1653.000,0.000,0.000,30.055
1655.000,0.000,0.000,30.091
1657.000,0.000,0.000,30.127
1659.000,0.000,0.000,30.164
1661.000,0.000,0.000,30.200
1663.000,0.000,0.000,30.236
1665.000,0.000,0.000,30.273
1667.000,0.000,0.000,30.309
1669.000,0.000,0.000,30.345
1671.000,0.000,0.000,30.382
1673.000,0.000,0.000,30.418
1675.000,0.000,0.000,30.455
1677.000,0.000,0.000,30.491
1679.000,0.000,0.000,30.527
1681.000,0.000,0.000,30.564
1683.000,0.000,0.000,30.600
1685.000,0.000,0.000,30.636
1687.000,0.000,0.000,30.673
1689.000,0.000,0.000,30.709
1691.000,0.000,0.000,30.745
1693.000,0.000,0.000,30.782
1695.000,0.000,0.000,30.818
